Juicio de Expertos
0,506605
0,518871
0,852315
0,896501
0,819145
0,394455
0,193202
0,018942
0,841543
0,073409
0,405474
0,755112
0,227592
0,586728
0,824804
0,703745
0,997203
0,049538
0,879568
0,677053
0,696714
0,506605
0,26956
0,861041
0,514992
0,824054
0,997678
0,529018
0,112926
0,570408
0,288697
0,974627
0,073512
0,960605
0,99669
0,268036
0,661543
0,130913
0,187356
0,305735
0,912976
0,627672
0,40868
0,871465
0,325619
0,60909
0,460353
0,100343
0,986674
0,955482
0,223875
0,95457
0,160007
0,313665
0,366489
0,549629
0,853086
0,744132
0,814247
0,546724
0,096848
0,104467
0,901492
0,411616
0,153424
0,152549
0,273767
0,07253
0,558059
0,046067
0,27699
0,068826
0,023165
0,993344
0,603656
0,090644
0,626662
0,265119
0,900963
0,686249
0,226815
0,249259
0,022959
0,904832
0,178056
0,298844
0,97356
0,213521
0,758571
0,506051
0,021128
0,531456
0,636654
0,133679
0,573722
0,277227
0,824297
0,943698
0,114638
0,368928
0,164914
0,79776
0,603799
0,081281
0,323495
0,529367
0,993047
0,874245
0,011156
0,41251
0,836146
0,38198
0,934687
0,913683
0,59548
